"date","route_id","avg_total_2km_30","avg_total_2km_15","avg_fix","avg_price_per_minute","avg_start"
"2025-03-31","22","1311.8461538461538","1030.076923076923","730","23.824615384615388","48.46153846153846"
"2025-04-01","1","1330.725","1046.075","1139.25","20.518","39.6"
"2025-04-01","2","1337.775","1051.375","1165.5","20.61424999999999","43.2"
"2025-04-01","3","1367.2","1075.225","1137.25","21.719500000000004","44.1"
"2025-04-01","4","1325.275","1043.1","1151.75","20.142250000000004","40.8"
"2025-04-01","5","1477.88","1164.04","1316.4","22.9536","50.4396"
"2025-04-01","7","1403.6842105263158","1107.078947368421","1109.4736842105262","21.762894736842096","47.26263157894737"
"2025-04-01","8","1393.9705882352941","1095.1764705882354","1235.2941176470588","20.772058823529406","50.8235294117647"
"2025-04-01","10","1489.08","1173.8","1116.4","22.358399999999996","51.4"
"2025-04-01","11","1505.1","1185.5666666666666","991.6666666666666","22.324333333333342","50.666666666666664"
"2025-04-01","13","1390.8","1093","951.4285714285714","20.77742857142857","52.142857142857146"
"2025-04-01","14","1563.1538461538462","1235.179487179487","873.5897435897435","22.17358974358974","52.692051282051274"
"2025-04-01","15","1563.974358974359","1235.6666666666667","957.9487179487179","22.90051282051281","52.53820512820512"
"2025-04-01","16","1451.2631578947369","1145.6842105263158","823.6842105263158","22.090263157894736","49.3678947368421"
"2025-04-01","17","1358.775","1067.675","798.5","21.621499999999997","42.6"
"2025-04-01","18","1428.44","1128.28","945.2","23.362399999999994","46.68"
"2025-04-01","19","1417.24","1118.52","853.2","23.508799999999997","45.08"
"2025-04-01","20","1320.575","1039.775","785.25","20.003249999999994","42.3"
"2025-04-01","21","1324.25","1040.6","559","20.404999999999998","40.3"
"2025-04-01","22","1397.6153846153845","1102.6923076923076","935","22.920384615384613","44.23076923076923"
"2025-04-02","7","1430.3","1134","1691","23.810000000000002","59.4"
"2025-04-02","8","1366","1075.375","1366.25","21.848750000000003","43.5"
"2025-04-02","10","1273","1000.7777777777778","1232.2222222222222","21.008888888888887","43.44444444444444"
"2025-04-02","11","1273","1000.7777777777778","1298.888888888889","21.172222222222224","43.44444444444444"
"2025-04-02","13","1344.625","1057.5","1031.25","21.495","40.5"
"2025-04-02","14","2162","1714.9","1138","23.585","45.4"
"2025-04-02","15","2162","1714.9","1195","23.585","45.4"
"2025-04-02","16","1430.3","1134","1194","24.210999999999995","59.4"
"2025-04-02","17","1393.4444444444443","1098","942.2222222222222","21.37111111111111","44.77777777777778"
"2025-04-02","18","2084","1651.7","1188","24.458","55"
"2025-04-02","19","1321.9","1041.7","947","20.456","43"
"2025-04-02","20","1368.7","1076.1","825","22.891","47.4"
"2025-04-02","21","1321.3","1039.9","619","19.6685","40.2"
"2025-04-02","22","1723.9","1365.1","1038","24.0405","51"
